"location","date","polarity"
"Alabama",2020-02-01,-0.863758129999042
"Alabama",2020-02-02,0.471950998529792
"Alabama",2020-02-03,-0.164144647307694
"Alabama",2020-02-04,-0.895426848437637
"Alabama",2020-02-05,0.133333333333333
"Alabama",2020-02-06,0.544279252644628
"Alabama",2020-02-07,0.0300207966938615
"Alabama",2020-02-08,-0.0637429775670171
"Alabama",2020-02-09,0.657876973506063
"Alabama",2020-02-10,-0.816449787002057
"Alabama",2020-02-11,0.312121212121212
"Alabama",2020-02-12,0
"Alabama",2020-02-13,0.569323549978435
"Alabama",2020-02-14,-0.0577062154188752
"Alabama",2020-02-15,0.104916614945978
"Alabama",2020-02-16,0.902407360263169
"Alabama",2020-02-17,0
"Alabama",2020-02-18,-0.00499999999999998
"Alabama",2020-02-19,-0.0670444741845131
"Alabama",2020-02-20,0.779143696185201
"Alabama",2020-02-21,-0.703148505184799
"Alabama",2020-02-22,-0.196923600509763
"Alabama",2020-02-23,0.260549027007073
"Alabama",2020-02-24,0.436941884458065
"Alabama",2020-02-25,-0.610660912934691
"Alabama",2020-02-26,0.246666666666667
"Alabama",2020-02-27,0
"Alabama",2020-02-28,0.161136794369668
"Alabama",2020-02-29,0.555022918619215
"Alabama",2020-03-01,-0.120812110137194
"Alabama",2020-03-02,0.994618438649923
"Alabama",2020-03-03,0.28901600651443
"Alabama",2020-03-04,-0.05
"Alabama",2020-03-05,0.681021942291409
"Alabama",2020-03-06,0.650727779138833
"Alabama",2020-03-07,0.946679967921227
"Alabama",2020-03-08,-0.00426245201379061
"Alabama",2020-03-09,0.301303504500538
"Alabama",2020-03-10,-0.692054447717965
"Alabama",2020-03-11,0.0835012062452734
"Alabama",2020-03-12,0.404169349465519
"Alabama",2020-03-13,0.116407590452582
"Alabama",2020-03-14,0.874730437994003
"Alabama",2020-03-15,-0.703075438737869
"Alabama",2020-03-16,-0.52866175211966
"Alabama",2020-03-17,0.020076188724488
"Alabama",2020-03-18,-0.576912372373044
"Alabama",2020-03-19,-0.736497784033418
"Alabama",2020-03-20,0.579185657203197
"Alabama",2020-03-21,0.190030870493501
"Alabama",2020-03-22,0.245502838399261
"Alabama",2020-03-23,0.976769570726901
"Alabama",2020-03-24,-0.0625
"Alabama",2020-03-25,0.549318850971758
"Alabama",2020-03-26,-0.00664467178285122
"Alabama",2020-03-27,-0.80156012205407
"Alabama",2020-03-28,-0.194235758390278
"Alabama",2020-03-29,-0.333333333333333
"Alabama",2020-03-30,-0.990416910499334
"Alabama",2020-03-31,0.286626925226301
"Alabama",2020-04-01,0.0451931213028729
"Alabama",2020-04-02,0.25
"Alabama",2020-04-03,0.1
"Alabama",2020-04-04,-0.417314284481108
"Alabama",2020-04-05,0.763422323390841
"Alabama",2020-04-06,-0.835042600054294
"Alabama",2020-04-07,0.0666666666666667
"Alabama",2020-04-08,-0.0412142942659557
"Alabama",2020-04-09,0.850060036871582
"Alabama",2020-04-10,0.0151634635403752
"Alabama",2020-04-11,-0.59039063565433
"Alabama",2020-04-12,0.620361372828484
"Alabama",2020-04-13,0.291937959380448
"Alabama",2020-04-14,-0.576728407293558
"Alabama",2020-04-15,0.578832389786839
"Alabama",2020-04-16,0.079796424601227
"Alabama",2020-04-17,0.914920536801219
"Alabama",2020-04-18,-0.0395833333333333
"Alabama",2020-04-19,-0.342017468996346
"Alabama",2020-04-20,0.60049284575507
"Alabama",2020-04-21,0.0196060733869672
"Alabama",2020-04-22,0.535662826616317
"Alabama",2020-04-23,0.0724853221327066
"Alabama",2020-04-24,0.652179499156773
"Alabama",2020-04-25,0.185590153094381
"Alabama",2020-04-26,0.614986819215119
"Alabama",2020-04-27,0.882647916674614
"Alabama",2020-04-28,-0.778430207166821
"Alabama",2020-04-29,-0.683330835774541
"Alabama",2020-04-30,-0.828427786938846
"Alabama",2020-05-01,0
"Alabama",2020-05-02,-0.499063232913613
"Alabama",2020-05-03,0.512225148268044
"Alabama",2020-05-04,0.69328119372949
"Alabama",2020-05-05,0.433333333333333
"Alabama",2020-05-06,0.191958862356842
"Alabama",2020-05-07,-0.728931599762291
"Alabama",2020-05-08,-0.0151515151515152
"Alabama",2020-05-09,-0.603731798473746
"Alabama",2020-05-10,-0.578283245209605
"Alabama",2020-05-11,0.574122614227235
"Alabama",2020-05-12,-0.838632003869861
"Alabama",2020-05-13,0
"Alabama",2020-05-14,0.77893310924992
"Alabama",2020-05-15,-0.704071434214711
"Alabama",2020-05-16,-0.920492134988308
"Alabama",2020-05-17,0.128456198144704
"Alabama",2020-05-18,-0.202224377077073
"Alabama",2020-05-19,0.173236499074847
"Alabama",2020-05-20,-0.110295323189348
"Alabama",2020-05-21,0
"Alabama",2020-05-22,-0.835239489097148
"Alabama",2020-05-23,0.901331084314734
"Alabama",2020-05-24,0.342164717614651
"Alabama",2020-05-25,0.0198015817441046
"Alabama",2020-05-26,0.5159025141038
"Alabama",2020-05-27,0.66967342235148
"Alabama",2020-05-28,0.615078520961106
"Alabama",2020-05-29,-0.826430176850408
"Alabama",2020-05-30,0.668303231708705
"Alabama",2020-05-31,-0.912913030013442
"Alabama",2020-06-01,0.63499778881669
"Alabama",2020-06-02,-0.37696497887373
"Alabama",2020-06-03,0.0277777777777778
"Alabama",2020-06-04,0.747387051116675
"Alabama",2020-06-05,-0.158956995699555
"Alabama",2020-06-06,-0.681296362075955
"Alabama",2020-06-07,0.760197700466961
"Alabama",2020-06-08,0.275437256321311
"Alabama",2020-06-09,-0.802918395958841
"Alabama",2020-06-10,0.173554802779108
"Alabama",2020-06-11,0.735542761627585
"Alabama",2020-06-12,-0.155956414528191
"Alabama",2020-06-13,-0.275
"Alabama",2020-06-14,0.234332705847919
"Alabama",2020-06-15,0.276330274995416
"Alabama",2020-06-16,0.40852739661932
"Alabama",2020-06-17,-0.470138467848301
"Alabama",2020-06-18,-0.0181290791369975
"Alabama",2020-06-19,-0.0451220632530749
"Alabama",2020-06-20,-0.0841868836432695
"Alabama",2020-06-21,0.520315571688116
"Alabama",2020-06-22,-0.489527069032192
"Alabama",2020-06-23,0.712052028626204
"Alabama",2020-06-24,0.35
"Alabama",2020-06-25,0.389342566020787
"Alabama",2020-06-26,0.234687266405672
"Alabama",2020-06-27,0
"Alabama",2020-06-28,-0.233424238394946
"Alabama",2020-06-29,0.924425578676164
"Alabama",2020-06-30,0.857615994289517
"Alabama",2020-07-01,-0.0507936507936508
"Alabama",2020-07-02,-0.333510340191424
"Alabama",2020-07-03,-0.508236703462899
"Alabama",2020-07-04,0.697839455213398
"Alabama",2020-07-05,-0.788870674092323
"Alabama",2020-07-06,0.342446312308311
"Alabama",2020-07-07,-0.325723090674728
"Alabama",2020-07-08,-0.18119958229363
"Alabama",2020-07-09,0.3
"Alabama",2020-07-10,-0.385344025213271
"Alabama",2020-07-11,0.292614543344826
"Alabama",2020-07-12,0.00208333333333333
"Alabama",2020-07-13,0.191503799986094
"Alabama",2020-07-14,0
"Alabama",2020-07-15,0.377585696056485
"Alabama",2020-07-16,-0.158177762292325
"Alabama",2020-07-17,-0.53654490923509
"Alabama",2020-07-18,0.874115749262273
"Alabama",2020-07-19,-0.238805904518813
"Alabama",2020-07-20,-0.201344530563802
"Alabama",2020-07-21,0.332352522294968
"Alabama",2020-07-22,-0.922279813792557
"Alabama",2020-07-23,-0.166978198103607
"Alabama",2020-07-24,-0.868173192255199
"Alabama",2020-07-25,0.172236954327673
"Alabama",2020-07-26,0.290114583447576
"Alabama",2020-07-27,0.4
"Alabama",2020-07-28,0.158333333333333
"Alabama",2020-07-29,-0.566730313468724
"Alabama",2020-07-30,0
"Alabama",2020-07-31,-0.973213284276426
"Alabama",2020-08-01,0.941027342807502
"Alabama",2020-08-02,0.60902249859646
"Alabama",2020-08-03,-0.767944439779967
"Alabama",2020-08-04,0.361839527264237
"Alabama",2020-08-05,0.55498956842348
"Alabama",2020-08-06,0.312566056381911
"Alabama",2020-08-07,0.0444444444444444
"Alabama",2020-08-08,0.441551990341395
"Alabama",2020-08-09,0.19375
"Alabama",2020-08-10,0
"Alabama",2020-08-11,0.732107256539166
"Alabama",2020-08-12,-0.274483572226018
"Alabama",2020-08-13,0.458839141298085
"Alabama",2020-08-14,0.3
"Alabama",2020-08-15,0.641196611337364
"Alabama",2020-08-16,0.683640292380005
"Alabama",2020-08-17,-0.177152284421027
"Alabama",2020-08-18,-0.113127236720175
"Alabama",2020-08-19,0.229166666666667
"Alabama",2020-08-20,0.0509387268684804
"Alabama",2020-08-21,0.0681286933831871
"Alabama",2020-08-22,0.0522200330160558
"Alabama",2020-08-23,-0.727056430652738
"Alabama",2020-08-24,0.2
"Alabama",2020-08-25,0.841363961808383
"Alabama",2020-08-26,0.0146345165558159
"Alabama",2020-08-27,-0.0976190476190476
"Alabama",2020-08-28,0.67757810279727
"Alabama",2020-08-29,-0.0625
"Alabama",2020-08-30,-0.842065021861345
"Alabama",2020-08-31,0.625
"Alabama",2020-09-01,-0.137357383035123
"Alabama",2020-09-02,0.859624213539064
"Alabama",2020-09-03,-0.219160936772823
"Alabama",2020-09-04,-0.0740130883641541
"Alabama",2020-09-05,0.939143348950893
"Alabama",2020-09-06,-0.239219659939408
"Alabama",2020-09-07,0.101936674211174
"Alabama",2020-09-08,0.662099639419466
"Alabama",2020-09-09,0.209952479228377
"Alabama",2020-09-10,0.35
"Alabama",2020-09-11,-0.207284443546087
"Alabama",2020-09-12,-0.562255353666842
"Alabama",2020-09-13,0.755189219955355
"Alabama",2020-09-14,0.170576683711261
"Alabama",2020-09-15,0.0521874558180571
"Alabama",2020-09-16,-0.222333465702832
"Alabama",2020-09-17,-0.173660714285714
"Alabama",2020-09-18,0.67748695705086
"Alabama",2020-09-19,0
"Alabama",2020-09-20,-0.252723006065935
"Alabama",2020-09-21,-0.687233378645033
"Alabama",2020-09-22,-0.549137574620545
"Alabama",2020-09-23,-0.873281919397414
"Alabama",2020-09-24,-0.140587301459163
"Alabama",2020-09-25,-0.841688072308898
"Alabama",2020-09-26,0.716620909515768
"Alabama",2020-09-27,0.133333333333333
"Alabama",2020-09-28,-0.00964521476998925
"Alabama",2020-09-29,0.375
"Alabama",2020-09-30,0.759376376401633
"Alabama",2020-10-01,0.881266252603382
"Alabama",2020-10-02,0.739124357700348
"Alabama",2020-10-03,0.00770494621247053
"Alabama",2020-10-04,0
"Alabama",2020-10-05,0.333333333333333
"Alabama",2020-10-06,-0.138144471682608
"Alabama",2020-10-07,0.67638900782913
"Alabama",2020-10-08,0.890374643262476
"Alabama",2020-10-09,0.256818181818182
"Alabama",2020-10-10,0.345441397745162
"Alabama",2020-10-11,-0.611603735480458
"Alabama",2020-10-12,0.133333333333333
"Alabama",2020-10-13,0.320230396464467
"Alabama",2020-10-14,0.25
"Alabama",2020-10-15,0.458333333333333
